lat,lng,alt,date,device,os,version,bgid
42.37151336669922,-71.02333068847656,5.149326324462891,2017-02-23 22:06:56,"iPhone8,2",10.2,1.1,250259813002
42.36215591430664,-71.01892852783203,8.140852928161621,2017-02-23 22:13:20,"iPhone8,2",10.2,1.1,250259813002
42.366615295410156,-71.01741790771484,8.016528129577637,2017-02-23 22:17:36,"iPhone8,2",10.2,1.1,250259813002
42.37101745605469,-71.00721740722656,8.434538841247559,2017-02-24 00:38:24,"iPhone8,2",10.2,1.1,250259813001
40.661537170410156,-73.8334732055664,-2.564453125,2017-02-24 01:29:36,"iPhone8,2",10.2,1.1,360810884008
40.692386627197266,-73.9872055053711,58.3721809387207,2017-02-24 01:46:40,"iPhone8,2",10.2,1.1,360470011001
40.68387985229492,-73.97860717773438,28.512563705444336,2017-02-24 01:59:28,"iPhone8,2",10.2,1.1,360470129011
40.66714096069336,-73.99154663085938,24.49860382080078,2017-02-24 02:05:52,"iPhone8,2",10.2,1.1,360470117002
40.67653274536133,-73.99877166748047,30.925090789794922,2017-02-24 14:11:12,"iPhone8,2",10.2,1.1,360470065006
40.683990478515625,-73.99520874023438,25.755107879638672,2017-02-24 14:21:52,"iPhone8,2",10.2,1.1,360470067001
40.67951965332031,-73.99727630615234,28.93868064880371,2017-02-24 16:00:00,"iPhone8,2",10.2,1.1,360470065003
40.686763763427734,-73.99052429199219,33,2017-02-24 16:38:24,"iPhone8,2",10.2,1.1,360470043004
40.679752349853516,-73.99533081054688,23.947370529174805,2017-02-24 16:49:04,"iPhone8,2",10.2,1.1,360470077004
40.6656494140625,-73.99246215820312,30.18706703186035,2017-02-24 17:01:52,"iPhone8,2",10.2,1.1,360470141002
40.67382049560547,-73.99877166748047,17.770767211914062,2017-02-25 14:02:40,"iPhone8,2",10.2,1.1,360470077003
40.684173583984375,-73.99504089355469,27.003604888916016,2017-02-25 14:09:04,"iPhone8,2",10.2,1.1,360470067001
40.686912536621094,-73.99034118652344,26.234344482421875,2017-02-25 15:42:56,"iPhone8,2",10.2,1.1,360470043003
40.685211181640625,-73.98484802246094,21.0130615234375,2017-02-25 15:49:20,"iPhone8,2",10.2,1.1,360470041003
40.68193817138672,-73.97815704345703,33,2017-02-25 15:57:52,"iPhone8,2",10.2,1.1,360470129011
40.6776237487793,-73.9831771850586,27.110872268676758,2017-02-25 16:29:52,"iPhone8,2",10.2,1.1,360470119003
40.67134094238281,-73.98793029785156,24.596399307250977,2017-02-25 16:42:40,"iPhone8,2",10.2,1.1,360470121001
40.66703414916992,-73.99156188964844,23.51919174194336,2017-02-25 16:51:12,"iPhone8,2",10.2,1.1,360470117002
40.6567497253418,-74.0053939819336,23.54386329650879,2017-02-25 20:13:52,"iPhone8,2",10.2,1.1,360470018001
40.65720748901367,-74.00814056396484,16,2017-02-25 20:45:52,"iPhone8,2",10.2,1.1,360470018001
40.66830062866211,-73.99819946289062,16,2017-02-25 20:54:24,"iPhone8,2",10.2,1.1,360470018001
40.65700149536133,-74.00852966308594,11.754959106445312,2017-02-25 20:58:40,"iPhone8,2",10.2,1.1,360470018001
40.65351867675781,-74.00447082519531,15.949786186218262,2017-02-25 21:13:36,"iPhone8,2",10.2,1.1,360470084001
40.66039276123047,-73.99788665771484,17.54659652709961,2017-02-25 22:13:20,"iPhone8,2",10.2,1.1,360470101001
40.670066833496094,-73.98902893066406,23.740554809570312,2017-02-25 22:17:36,"iPhone8,2",10.2,1.1,360470121002
40.67288589477539,-73.99403381347656,29.22628402709961,2017-02-25 22:24:00,"iPhone8,2",10.2,1.1,360470119001
40.68067169189453,-73.99462890625,24.580923080444336,2017-02-25 22:28:16,"iPhone8,2",10.2,1.1,360470075005
40.67680358886719,-73.99859619140625,24.124326705932617,2017-02-26 00:02:08,"iPhone8,2",10.2,1.1,360470065006
40.66515350341797,-73.99351501464844,25.598596572875977,2017-02-26 00:06:24,"iPhone8,2",10.2,1.1,360470143001
40.66427993774414,-73.99153137207031,30.357006072998047,2017-02-26 02:29:20,"iPhone8,2",10.2,1.1,360470143001
40.66806411743164,-73.97738647460938,33,2017-02-27 00:42:40,"iPhone8,2",10.2,1.1,360470153001
40.66885757446289,-73.95088958740234,43.378570556640625,2017-02-27 00:49:04,"iPhone8,2",10.2,1.1,360470321001
40.66952133178711,-73.94279479980469,29.20069122314453,2017-02-27 00:51:12,"iPhone8,2",10.2,1.1,360470337003
40.66926956176758,-73.93834686279297,28.417430877685547,2017-02-27 00:51:12,"iPhone8,2",10.2,1.1,360470337001
40.669193267822266,-73.93622589111328,28.284881591796875,2017-02-27 00:51:12,"iPhone8,2",10.2,1.1,360470353002
40.70095443725586,-73.86602783203125,28,2017-02-27 01:04:00,"iPhone8,2",10.2,1.1,360810641021
40.72011947631836,-73.78214263916016,22.306455612182617,2017-02-27 01:08:16,"iPhone8,2",10.2,1.1,360810472002
40.73050308227539,-73.75414276123047,22,2017-02-27 01:14:40,"iPhone8,2",10.2,1.1,360811291022
40.74847412109375,-73.75907897949219,22,2017-02-27 04:01:04,"iPhone8,2",10.2,1.1,360811367004
40.72613525390625,-73.90287017822266,18.906713485717773,2017-02-27 04:07:28,"iPhone8,2",10.2,1.1,360810517001
40.68392562866211,-74.00000762939453,17.96422576904297,2017-02-27 04:18:08,"iPhone8,2",10.2,1.1,360470063001
40.66493225097656,-73.99563598632812,11.788679122924805,2017-02-27 04:28:48,"iPhone8,2",10.2,1.1,360470143002
40.67034149169922,-73.98856353759766,30.545839309692383,2017-02-27 12:48:00,"iPhone8,2",10.2,1.1,360470137003
40.68067169189453,-73.9945297241211,24.386085510253906,2017-02-27 12:54:24,"iPhone8,2",10.2,1.1,360470075004
40.68411636352539,-73.99512481689453,30.529743194580078,2017-02-27 13:07:12,"iPhone8,2",10.2,1.1,360470067001
40.67904281616211,-73.99750518798828,27.59164047241211,2017-02-27 14:28:16,"iPhone8,2",10.2,1.1,360470065004
40.676300048828125,-73.9988021850586,23.24557113647461,2017-02-27 14:41:04,"iPhone8,2",10.2,1.1,360470077003
40.67292785644531,-73.99422454833984,28.435319900512695,2017-02-27 19:50:24,"iPhone8,2",10.2,1.1,360470119001
40.67041015625,-73.98815155029297,27.441396713256836,2017-02-27 19:58:56,"iPhone8,2",10.2,1.1,360470137003
40.664642333984375,-73.9901123046875,36.487430572509766,2017-02-27 20:07:28,"iPhone8,2",10.2,1.1,360470141002
40.67012405395508,-73.98900604248047,25.987560272216797,2017-02-28 11:39:44,"iPhone8,2",10.2,1.1,360470121002
40.670989990234375,-74.00247192382812,106.5657958984375,2017-02-28 17:29:36,"iPhone8,2",10.2,1.1,360470053001
40.6650276184082,-73.99121856689453,169.6053466796875,2017-02-28 21:20:00,"iPhone8,2",10.2,1.1,360470141002
40.670631408691406,-74.0016860961914,29.726552963256836,2017-03-01 14:51:44,"iPhone8,2",10.2,1.1,360470053001
40.6643180847168,-73.9915542602539,29.372737884521484,2017-03-01 15:02:24,"iPhone8,2",10.2,1.1,360470143001
